key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
20012,"InstanceContentType#4",0,60,"Königliche Konfrontation (extrem)","","music/ffxiv/BGM_Ban_Moogle_Nomal.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosmog/bosmog00110/bosmog00110",0,67,0,False,"","","BNpcBase#0","Hearken unto me, brave Mogglesguard! These villains shall threaten you no more!","Begone, pomless ones! Torment my subjects no more!",304,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#30",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20013,"InstanceContentType#4",0,60,"Heldenlied von Ultima","","music/ffxiv/BGM_Con_Altima.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosult/bosult00010/bosult00010",0,68,0,False,"","","BNpcBase#0","Ultima detonation in 20 seconds.","1...",300,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#31",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20014,"InstanceContentType#4",0,15,"Event-Inhalt 3","","music/ffxiv/BGM_Ban_Titan_pre1.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,69,0,False,"","","BNpcBase#0","Sons of man! Murderers of my children! ","Hie, my children, into the dark! <If(PlayerParameter(4))>She<Else/>He</If> will not be denied...",9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
20015,"InstanceContentType#4",0,15,"Event-Inhalt 1","","music/ex2/BGM_EX2_Boss_Battle_01.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,70,0,False,"","","BNpcBase#0","The time has come and so have I!","I...I will not be bested yet again! Have at thee!",9997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,22,0,False,0,0
20016,"InstanceContentType#4",0,15,"Event-Inhalt 2","","music/ex3/BGM_EX3_Ban_01.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,71,0,False,"","","BNpcBase#0","Come and play! For the night is bright, and you can sleep when you're dead!","The more the merrier! Join us, my children!",9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,33,15,False,8,0
20017,"InstanceContentType#4",0,60,"Götterdämmerung - Leviathan","","music/ffxiv/BGM_Ban_Leviathan1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/gaiuse/gaiuse21710/gaiuse21710",0,72,0,False,"","","BNpcBase#0","You trespass upon my domain, tainted of the Light!","Elemental Conversion",204,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#35",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20018,"InstanceContentType#4",0,60,"Zenit der Götter - Leviathan","","music/ffxiv/BGM_Ban_Leviathan1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/boslev/boslev00110/boslev00110",0,73,0,False,"","","BNpcBase#0","You trespass upon my domain, tainted of the Light!","You challenge me with trickery?",305,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#36",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20019,"InstanceContentType#4",0,60,"Kampf gegen die Dhorme-Chimära","","music/ffxiv/BGM_Boss_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosdkm/bosdkm00010/bosdkm00010",0,74,0,False,"","","BNpcBase#0","","",100,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20020,"InstanceContentType#4",0,60,"Kampf gegen die Hydra","","music/ffxiv/BGM_Boss_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/boshyd/boshyd00010/boshyd00010",0,75,0,False,"","","BNpcBase#0","","",101,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20021,"InstanceContentType#4",0,60,"Duell auf der großen Brücke","","music/ffxiv/BGM_Event_ClashOnTheBigBridge.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosgil/bosgil00010/bosgil00010",4630934,76,0,False,"","","BNpcBase#0","来たな冒険者、お前に勝って武器をいただくぜ！
ゆくぞ、エンキドゥ！　我が心の友よ！","これなるはエオルゼアいちの強者……
その名も、剣豪ギルガメッシュ！",102,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#21",30,0,"InstanceContentBuff#4","",-1,0,0,0,0,False,0,0
20022,"InstanceContentType#4",0,60,"Götterdämmerung - Ramuh","","music/ffxiv/BGM_Ban_Ramuh.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosram/bosram00010/bosram00010",0,77,0,False,"","","BNpcBase#0","Thou art brave, Bringer of Light.
Yet bravery alone shall not convince me of thy worth!","I pronounce thy sentence!
By the radiance of eld be thee judged!",205,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#33",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20023,"InstanceContentType#4",0,60,"Zenit der Götter - Ramuh","","music/ffxiv/BGM_Ban_Ramuh.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosram/bosram00110/bosram00110",0,78,0,False,"","","BNpcBase#0","Thou art brave, Bringer of Light.
Yet bravery alone shall not convince me of thy worth!","I pronounce thy sentence!
By the radiance of eld be thee judged!",306,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#34",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20024,"InstanceContentType#4",0,60,"Götterdämmerung - Shiva","","music/ffxiv/BGM_Ban_Shiva1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/gaiuse/gaiuse41540/gaiuse41540",0,79,0,False,"","","BNpcBase#0","Those who have taken up the sword shall perish by the sword!","Forgive them, my beloved...",206,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#37",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20025,"InstanceContentType#4",0,60,"Zenit der Götter - Shiva","","music/ffxiv/BGM_Ban_Shiva1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bossiv/bossiv00110/bossiv00110",0,80,0,False,"","","BNpcBase#0","Those who have taken up the sword shall perish by the sword!","Forgive them, my beloved...",307,0,0,100,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#1",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20026,"InstanceContentType#4",0,60,"Das Drachenhals-Kolosseum","","music/ffxiv/BGM_Event_Orthros.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosort/bosort00010/bosort00010",0,81,0,False,"","","BNpcBase#0","Fu... Fu... Fungaaahhh!","Fu... Fu... Fungaaahhh!",103,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#19",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20027,"InstanceContentType#4",0,60,"Jenseits Urths Quelle","","music/ffxiv/BGM_Ban_Odin.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosodn/bosodn00010/bosodn00010",0,82,0,False,"","","BNpcBase#0","","",104,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#32",100,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20028,"InstanceContentType#4",0,60,"Der Schicksalsweg","","music/ffxiv/BGM_Con_Ish_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosdra/bosdra00010/bosdra00010",0,83,0,False,"","","BNpcBase#0","We claim victory this day, or Ishgard falls! Accept the Fury into your heart, and defend this bridge with your life's blood!","To the Arc of the Worthy",6,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",60,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20029,"InstanceContentType#4",0,60,"Chrysalis","","music/ffxiv/BGM_Con_Ascian.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosnbr/bosnbr00010/bosnbr00010",0,84,0,False,"","","BNpcBase#0","I shall not toy with you as does Lahabrea!
Witness the terrible might of a true servant of Zodiark!","Impossible!
Has he power over...time itself!?",5,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20030,"InstanceContentType#4",0,60,"Revanche in den Ruinen","","music/ffxiv/BGM_Event_Enkidu.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosgil/bosgil00110/bosgil00110",0,85,0,False,"","","BNpcBase#0","To my side, Enkidu! The battle is joined!","Enkidu! Are the bonds of our friendship so fragile!?",105,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#22",30,0,"InstanceContentBuff#4","",-1,0,0,0,0,False,0,0
20031,"InstanceContentType#4",0,60,"Götterdämmerung - Ravana","","music/ex1/BGM_EX1_Ban_Ravana_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bosrav/bosrav00010/bosrav00010",0,86,0,False,"","","BNpcBase#0","Bloodlust","Rejoice in the glory of combat!",400,3000,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#44",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20032,"InstanceContentType#4",0,60,"Zenit der Götter - Ravana","","music/ex1/BGM_EX1_Ban_Ravana_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bosrav/bosrav00110/bosrav00110",0,87,0,False,"","","BNpcBase#0","Bloodlust","Rejoice in the glory of combat!",404,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#38",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20033,"InstanceContentType#4",0,60,"Götterdämmerung - Bismarck","","music/ex1/BGM_EX1_Ban_Bismark_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bosbis/bosbis00010/bosbis00010",0,88,0,False,"","","BNpcBase#0","Island Integrity","I'm detecting a huge increase in─
Oh gods, brace yourselves!",401,3000,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#45",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20034,"InstanceContentType#4",0,60,"Zenit der Götter - Bismarck","","music/ex1/BGM_EX1_Ban_Bismark_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bosbis/bosbis00110/bosbis00110",0,89,0,False,"","","BNpcBase#0","Island Integrity","I'm detecting a huge increase in─
Oh gods, brace yourselves!",403,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#39",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20035,"InstanceContentType#4",0,60,"Singularitäts-Reaktor","","music/ex1/BGM_EX1_Boss02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/heavna/heavna70835/heavna70835",0,90,0,False,"","","BNpcBase#0","Limit Break","This is the power of Light?",402,0,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20036,"InstanceContentType#4",0,60,"Heldenlied von Thordans Fall","","music/ex1/BGM_EX1_Boss03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/boskor/boskor00010/boskor00010",0,91,0,False,"","","BNpcBase#0","Limit Break","You think to withstand the fury of my divine will?
Kneel now before the unfettered glory of the Eye!",405,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#54",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20037,"InstanceContentType#4",0,60,"Götterdämmerung - Sephirot","","music/ex1/BGM_EX1_Ban_Sephiroth01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bossep/bossep00010/bossep00010",0,134,0,False,"","","BNpcBase#0","Limit Break","You have dimmed my boundless light.
What power of death do you mortals wield...?",406,0,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#73",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20038,"InstanceContentType#4",0,60,"Zenit der Götter - Sephirot","","music/ex1/BGM_EX1_Ban_Sephiroth01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bossep/bossep00110/bossep00110",0,135,0,False,"","","BNpcBase#0","Limit Break","You have dimmed my boundless light.
What power of death do you mortals wield...?",407,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#67",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20039,"InstanceContentType#4",0,60,"Der letzte Schicksalsweg","","music/ex1/BGM_EX1_Ban_Nidhogg_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bosnid/bosnid00010/bosnid00010",0,169,0,False,"","","BNpcBase#0","Wriggling maggots! I shall grind you to paste in my jaws!","Will you flee, little mortals?
My talons shall rend your courage; my jaws, taste agony!",408,0,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#87",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20040,"InstanceContentType#4",0,60,"Das Lied von Nidhoggs letztem Ruf","","music/ex1/BGM_EX1_Ban_Nidhogg_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bosnid/bosnid00110/bosnid00110",0,170,0,False,"","","BNpcBase#0","Wriggling maggots! I shall grind you to paste in my jaws!","Will you flee, little mortals?
My talons shall rend your courage; my jaws, taste agony!",409,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#86",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20041,"InstanceContentType#4",0,60,"Götterdämmerung - Sophia","","music/ex1/BGM_EX1_Ban_Sephiroth01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bossop/bossop00010/bossop00010",0,183,0,False,"","","BNpcBase#0","The unenlightened come...","My revelations are lost...",410,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#92",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20042,"InstanceContentType#4",0,60,"Zenit der Götter - Sophia","","music/ex1/BGM_EX1_Ban_Sephiroth01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/bossop/bossop00110/bossop00110",0,184,0,False,"","","BNpcBase#0","The unenlightened come...","My revelations are lost...",411,0,0,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#88",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20043,"InstanceContentType#4",0,60,"Götterdämmerung - Zurvan","","music/ex1/BGM_EX1_Ban_Sephiroth01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/boszur/boszur00010/boszur00010",0,223,0,False,"","","BNpcBase#0","Initiating final disengagement sequence.
All non-combat personnel are advised to evacuate.","Limit Break",412,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#105",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20044,"InstanceContentType#4",0,60,"Zenit der Götter - Zurvan","","music/ex1/BGM_EX1_Ban_Sephiroth01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/boszur/boszur00110/boszur00110",0,224,0,False,"","","BNpcBase#0","Initiating final disengagement sequence.
All non-combat personnel are advised to evacuate.","Limit Break",413,0,0,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#106",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20045,"InstanceContentType#4",0,60,"Königliche Menagerie","","music/ex2/BGM_EX2_Ban_03_1.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bossin/bossin00010/bossin00010",0,239,0,False,"","","BNpcBase#0","Accumulated Aether","This day we shall write a new legend, my friend!
This battle shall echo in eternity!",0,0,0,75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#115",30,0,"InstanceContentBuff#2","",-1,0,2,3,1,False,0,0
20046,"InstanceContentType#4",0,60,"Götterdämmerung - Susano","","music/ex2/BGM_EX2_Ban_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosssn/bosssn00010/bosssn00010",0,243,0,False,"","","BNpcBase#0","Let the revels begin!","The seas part for we alone!",415,3000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#116",30,0,"InstanceContentBuff#2","",-1,0,3,0,0,False,0,0
20047,"InstanceContentType#4",0,60,"Zenit der Götter - Susano","","music/ex2/BGM_EX2_Ban_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosssn/bosssn00110/bosssn00110",0,244,0,False,"","","BNpcBase#0","Let the revels begin!","The seas part for we alone!",416,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#117",100,0,"InstanceContentBuff#1","",-1,0,3,0,0,False,0,0
20048,"InstanceContentType#4",0,60,"Götterdämmerung - Lakshmi","","music/ex2/BGM_EX2_Ban_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/boslxm/boslxm00010/boslxm00010",0,263,0,False,"","","BNpcBase#0","Open your heartsss to me!","Who are you to wake them from the dream...",417,3000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#118",30,0,"InstanceContentBuff#2","",-1,0,4,0,3,False,0,0
20049,"InstanceContentType#4",0,60,"Zenit der Götter - Lakshmi","","music/ex2/BGM_EX2_Ban_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/boslxm/boslxm00110/boslxm00110",0,264,0,False,"","","BNpcBase#0","Open your heartsss to me!","Who are you to wake them from the dream...",418,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#119",100,0,"InstanceContentBuff#1","",-1,0,4,7,3,False,0,0
20050,"InstanceContentType#4",0,60,"Heldenlied von Shinryu","","music/ex2/BGM_EX2_Ban_03_1.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bossin/bossin00110/bossin00110",0,278,0,False,"","","BNpcBase#0","Accumulated Aether","Yesss! Let us shed all limits! Only then shall our legend be complete!",0,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#122",100,0,"InstanceContentBuff#1","",-1,0,5,3,5,False,0,0
20051,"InstanceContentType#4",0,60,"Seelentanz - Byakko","","music/ex2/BGM_EX2_Ban_11.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosbyk/bosbyk00010/bosbyk00010",0,290,0,False,"","","BNpcBase#0","There is no turning back!","You are stronger than I dared to hope.",419,0,0,75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#135",30,0,"InstanceContentBuff#2","",-1,0,4,0,0,False,0,0
20052,"InstanceContentType#4",0,60,"Seelensturm - Byakko","","music/ex2/BGM_EX2_Ban_11.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosbyk/bosbyk00110/bosbyk00110",0,291,0,False,"","","BNpcBase#0","There is no turning back!","You are stronger than I dared to hope.",420,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#136",100,0,"InstanceContentBuff#1","",-1,0,4,0,0,False,0,0
20053,"InstanceContentType#4",0,60,"Jagd auf Rathalos","","music/ex2/BGM_EX2_Ban_14.scd","music/ex2/BGM_EX2_Event_14.scd","ex2/nikucl/nikucl00020/nikucl00020",0,474,0,False,"","","BNpcBase#0","","",0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#2","",-1,0,7,16,0,False,0,0
20054,"InstanceContentType#4",0,60,"Jagd auf Rathalos (schwer)","","music/ex2/BGM_EX2_Ban_14.scd","music/ex2/BGM_EX2_Event_14.scd","ex2/nikucl/nikucl00120/nikucl00120",0,475,0,False,"","","BNpcBase#0","","",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#1","",-1,0,7,16,0,False,0,0
20055,"InstanceContentType#4",0,60,"Götterdämmerung - Tsukuyomi","","music/ex2/BGM_EX2_Ban_16.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bostku/bostku00010/bostku00010",0,537,0,False,"","","BNpcBase#0","Oh...it's going to be a long night.","Come forth, shades of the dead! Curse my name!
Strike my body! Fill my soul with blackest malice!",421,0,0,75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#143",30,0,"InstanceContentBuff#2","",-1,0,0,17,0,False,0,0
20056,"InstanceContentType#4",0,60,"Zenit der Götter - Tsukuyomi","","music/ex2/BGM_EX2_Ban_16.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bostku/bostku00110/bostku00110",0,538,0,False,"","","BNpcBase#0","Oh...it's going to be a long night.","Come forth, shades of the dead! Curse my name!
Strike my body! Fill my soul with blackest malice!",422,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#144",100,0,"InstanceContentBuff#1","",-1,0,0,17,0,False,0,0
20057,"InstanceContentType#4",0,60,"Seelentanz - Suzaku","","music/ex2/BGM_EX2_Ban_11.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosszk/bosszk00010/bosszk00010",0,596,0,False,"","","BNpcBase#0","Tenzen? Tenzen, 'tis I! Sheathe your sword, I beg of you!","Hearken to my melody...",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#147",30,0,"InstanceContentBuff#2","",-1,0,0,23,12,False,0,0
20058,"InstanceContentType#4",0,60,"Seelensturm - Suzaku","","music/ex2/BGM_EX2_Ban_11.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosszk/bosszk00110/bosszk00110",0,597,0,False,"","","BNpcBase#0","Tenzen? Tenzen, 'tis I! Sheathe your sword, I beg of you!","Hearken to my melody...",0,0,0,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#148",100,0,"InstanceContentBuff#1","",-1,0,0,23,12,False,0,0
20059,"InstanceContentType#4",0,60,"Duell auf der Kugane-Brücke","","music/ex2/BGM_EX2_Boss_Battle_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosyjb/bosyjb00010/bosyjb00010",0,595,0,False,"","","BNpcBase#0","The time has come and so have I!","I...I will not be bested yet again! Have at thee!",0,0,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#161",30,0,"InstanceContentBuff#2","",-1,0,0,22,0,False,0,0
20060,"InstanceContentType#4",0,60,"Seelentanz - Seiryu","","music/ex2/BGM_EX2_Ban_11.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bossry/bossry00010/bossry00010",0,637,0,False,"","","BNpcBase#0","If I must forsake myself to keep mine oath, then so be it!","THE LAND, THE LAND, THE LAND...",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#163",30,0,"InstanceContentBuff#2","",-1,0,4,29,0,False,0,0
20061,"InstanceContentType#4",0,60,"Seelensturm - Seiryu","","music/ex2/BGM_EX2_Ban_11.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bossry/bossry00110/bossry00110",0,638,0,False,"","","BNpcBase#0","If I must forsake myself to keep mine oath, then so be it!","THE LAND, THE LAND, THE LAND...",0,0,0,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#164",100,0,"InstanceContentBuff#1","",-1,0,4,29,0,False,0,0
20062,"InstanceContentType#4",0,60,"Offenbarung - Titania","","music/ex3/BGM_EX3_Ban_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex3/bosttn/bosttn00010/bosttn00010",0,657,0,False,"","","BNpcBase#0","Come and play! For the night is bright, and you can sleep when you're dead!","The more the merrier! Join us, my children!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#173",30,0,"InstanceContentBuff#0","",-1,0,0,33,15,False,8,0
